Ship,Port,Planned_ETA,Actual_RTA,Actual_ETD,Delay_Hours
KM LAMBELU,PARE-PARE,2025-01-27 09:00:00,2025-01-27 09:00:00,2025-01-27 12:00:00,0.0
KM KELUD,BELAWAN,2025-01-27 10:00:00,2025-01-27 10:00:00,2025-01-28 07:00:00,0.0
KM LEUSER,MERAUKE,2025-01-27 10:00:00,2025-01-27 10:00:00,2025-01-28 09:00:00,0.0
KM GUNUNG DEMPO,MANOKWARI,2025-01-27 10:00:00,2025-01-27 10:00:00,2025-01-27 12:00:00,0.0
KM JETLINER,KENDARI,2025-01-27 11:00:00,2025-01-27 11:00:00,2025-01-27 17:00:00,0.0
KM AWU,WAINGAPU,2025-01-27 12:00:00,2025-01-27 12:00:00,2025-01-27 15:00:00,0.0
KM DOROLONDA,MANOKWARI,2025-01-27 12:00:00,2025-01-27 12:00:00,2025-01-27 14:00:00,0.0
KM CIREMAI,JAYAPURA,2025-01-27 14:00:00,2025-01-27 14:00:00,2025-01-27 19:00:00,0.0
KM LAWIT,BIMA,2025-01-27 14:00:00,2025-01-27 14:00:00,2025-01-27 16:00:00,0.0
KM NGGAPULU,TANJUNG PRIOK,2025-01-27 16:00:00,2025-01-27 16:00:00,2025-01-27 16:00:00,0.0
KM LAMBELU,MAKASSAR,2025-01-27 17:00:00,2025-01-27 17:00:00,2025-01-27 20:00:00,0.0
KM SINABUNG,BITUNG,2025-01-27 18:00:00,2025-01-27 18:00:00,2025-01-27 21:00:00,0.0
KM SIRIMAU,TIMIKA,2025-01-27 21:00:00,2025-01-27 21:00:00,2025-01-27 23:00:00,0.0
KM GUNUNG DEMPO,SORONG,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-01-28 02:00:00,0.0
KM AWU,ENDE,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-01-28 02:00:00,0.0
KM BINAIYA,LABUAN BAJO,2025-01-28 00:00:00,2025-01-28 00:00:00,2025-01-28 02:00:00,0.0
KM EGON,BONTANG,2025-01-28 01:00:00,2025-01-28 01:00:00,2025-01-28 04:00:00,0.0
KM DOROLONDA,NABIRE,2025-01-28 01:00:00,2025-01-28 01:00:00,2025-01-28 03:00:00,0.0
KM BK RAYA,PONTIANAK,2025-01-28 04:00:00,2025-01-28 04:00:00,2025-01-28 06:00:00,0.0
KM SANGIANG,BANDA,2025-01-28 05:00:00,2025-01-28 05:00:00,2025-01-28 07:00:00,0.0
KM LABOBAR,TANJUNG PRIOK,2025-01-28 05:00:00,2025-01-28 05:00:00,2025-01-28 05:00:00,0.0
KM JETLINER,WANCI,2025-01-28 06:00:00,2025-01-28 06:00:00,2025-01-28 08:00:00,0.0
KM SINABUNG,TERNATE,2025-01-28 08:00:00,2025-01-28 08:00:00,2025-01-28 10:00:00,0.0
KM TIDAR,SURABAYA,2025-01-28 08:00:00,2025-01-28 08:00:00,2025-01-28 11:00:00,0.0
KM DOROLONDA,SERUI,2025-01-28 09:00:00,2025-01-28 09:00:00,2025-01-28 11:00:00,0.0
KM BINAIYA,BIMA,2025-01-28 10:00:00,2025-01-28 10:00:00,2025-01-28 11:00:00,0.0
KM LAMBELU,BAU-BAU,2025-01-28 11:00:00,2025-01-28 11:00:00,2025-01-28 13:00:00,0.0
KM PANGRANGO,SAUMLAKI,2025-01-28 12:00:00,2025-01-28 12:00:00,2025-01-28 16:00:00,0.0
KM LAWIT,BENOA,2025-01-28 14:00:00,2025-01-28 14:00:00,2025-01-28 17:00:00,0.0
KM AWU,KUPANG,2025-01-28 15:00:00,2025-01-28 15:00:00,2025-01-28 19:00:00,0.0
KM WILIS,BATULICIN,2025-01-28 15:00:00,2025-01-28 15:00:00,2025-01-28 15:00:00,0.0
KM KELIMUTU,SURABAYA,2025-01-28 15:00:00,2025-01-28 15:00:00,2025-01-28 18:00:00,0.0
KM SANGIANG,GESER,2025-01-28 17:00:00,2025-01-28 17:00:00,2025-01-28 19:00:00,0.0
KM SINABUNG,BACAN,2025-01-28 17:00:00,2025-01-28 17:00:00,2025-01-28 18:00:00,0.0
KM CIREMAI,SERUI,2025-01-28 17:00:00,2025-01-28 17:00:00,2025-01-28 19:00:00,0.0
KM SIRIMAU,DOBO,2025-01-28 18:00:00,2025-01-28 18:00:00,2025-01-28 20:00:00,0.0
KM JETLINER,KENDARI,2025-01-28 21:00:00,2025-01-28 21:00:00,2025-01-28 23:00:00,0.0
KM LAMBELU,MAUMERE,2025-01-29 02:00:00,2025-01-29 02:00:00,2025-01-29 04:00:00,0.0
KM EGON,PARE-PARE,2025-01-29 04:00:00,2025-01-29 04:00:00,2025-01-29 06:00:00,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-01-29 05:00:00,2025-01-29 05:00:00,2025-01-29 06:00:00,0.0
KM DOROLONDA,JAYAPURA,2025-01-29 05:00:00,2025-01-29 05:00:00,2025-01-29 11:00:00,0.0
KM SIRIMAU,TUAL,2025-01-29 06:00:00,2025-01-29 06:00:00,2025-01-29 11:00:00,0.0
KM JETLINER,RAHA,2025-01-29 07:00:00,2025-01-29 07:00:00,2025-01-29 08:00:00,0.0
KM SANGIANG,FAK-FAK,2025-01-29 07:00:00,2025-01-29 07:00:00,2025-01-29 16:00:00,0.0
KM AWU,KALABAHI,2025-01-29 08:00:00,2025-01-29 08:00:00,2025-01-29 15:00:00,0.0
KM SINABUNG,SORONG,2025-01-29 09:00:00,2025-01-29 09:00:00,2025-01-29 12:00:00,0.0
KM LAMBELU,LARANTUKA,2025-01-29 09:00:00,2025-01-29 09:00:00,2025-01-29 11:00:00,0.0
KM KELUD,BATAM,2025-01-29 09:00:00,2025-01-29 09:00:00,2025-01-29 12:00:00,0.0
KM BINAIYA,BENOA,2025-01-29 10:00:00,2025-01-29 10:00:00,2025-01-29 10:00:00,0.0
KM TIDAR,TANJUNG PRIOK,2025-01-29 15:00:00,2025-01-29 15:00:00,2025-01-29 18:00:00,0.0
KM JETLINER,KENDARI,2025-01-29 16:00:00,2025-01-29 16:00:00,2025-01-29 18:00:00,0.0
KM CIREMAI,SORONG,2025-01-29 18:00:00,2025-01-29 18:00:00,2025-01-29 21:00:00,0.0
KM PANGRANGO,BANDA,2025-01-29 20:00:00,2025-01-29 20:00:00,2025-01-29 22:00:00,0.0
KM LAWIT,SURABAYA,2025-01-29 23:00:00,2025-01-29 23:00:00,2025-01-30 02:00:00,0.0
KM LAMBELU,BAU-BAU,2025-01-29 23:00:00,2025-01-29 23:00:00,2025-01-30 01:00:00,0.0
KM KELIMUTU,BATULICIN,2025-01-30 01:00:00,2025-01-30 01:00:00,2025-01-30 05:00:00,0.0
KM LEUSER,AGATS,2025-01-30 01:00:00,2025-01-30 01:00:00,2025-01-30 09:00:00,0.0
KM SINABUNG,MANOKWARI,2025-01-30 02:00:00,2025-01-30 02:00:00,2025-01-30 04:00:00,0.0
KM GUNUNG DEMPO,MAKASSAR,2025-01-30 03:00:00,2025-01-30 03:00:00,2025-01-30 05:00:00,0.0
KM BK RAYA,SURABAYA,2025-01-30 03:00:00,2025-01-30 03:00:00,2025-01-30 07:00:00,0.0
KM AWU,KUPANG,2025-01-30 04:00:00,2025-01-30 04:00:00,2025-01-30 08:00:00,0.0
KM SANGIANG,GESER,2025-01-30 05:00:00,2025-01-30 05:00:00,2025-01-30 07:00:00,0.0
KM DOROLONDA,SERUI,2025-01-30 06:00:00,2025-01-30 06:00:00,2025-01-30 08:00:00,0.0
KM SIRIMAU,SAUMLAKI,2025-01-30 06:00:00,2025-01-30 06:00:00,2025-01-30 08:00:00,0.0
KM EGON,BONTANG,2025-01-30 06:00:00,2025-01-30 06:00:00,2025-01-30 12:00:00,0.0
KM JETLINER,WANCI,2025-01-30 07:00:00,2025-01-30 07:00:00,2025-01-30 09:00:00,0.0
KM PANGRANGO,AMBON,2025-01-30 12:00:00,2025-01-30 12:00:00,2025-01-30 12:00:00,0.0
KM SINABUNG,BIAK,2025-01-30 14:00:00,2025-01-30 14:00:00,2025-01-30 16:00:00,0.0
KM DOROLONDA,NABIRE,2025-01-30 14:00:00,2025-01-30 14:00:00,2025-01-30 16:00:00,0.0
KM LAMBELU,MAKASSAR,2025-01-30 16:00:00,2025-01-30 16:00:00,2025-01-30 20:00:00,0.0
KM SANGIANG,BANDA,2025-01-30 17:00:00,2025-01-30 17:00:00,2025-01-30 19:00:00,0.0
KM KELUD,TANJUNG PRIOK,2025-01-30 18:00:00,2025-01-30 18:00:00,2025-01-30 18:00:00,0.0
KM CIREMAI,AMBON,2025-01-30 20:00:00,2025-01-30 20:00:00,2025-01-30 23:00:00,0.0
KM AWU,ENDE,2025-01-30 21:00:00,2025-01-30 21:00:00,2025-01-30 23:00:00,0.0
KM JETLINER,KENDARI,2025-01-30 22:00:00,2025-01-30 22:00:00,2025-01-31 17:00:00,0.0
KM LEUSER,TIMIKA,2025-01-30 23:00:00,2025-01-30 23:00:00,2025-01-31 01:00:00,0.0
KM LAMBELU,PARE-PARE,2025-01-31 01:00:00,2025-01-31 01:00:00,2025-01-31 06:00:00,0.0
KM DOROLONDA,MANOKWARI,2025-01-31 02:00:00,2025-01-31 02:00:00,2025-01-31 04:00:00,0.0
KM TIDAR,KIJANG,2025-01-31 05:00:00,2025-01-31 05:00:00,2025-01-31 05:00:00,0.0
KM LAWIT,KUMAI,2025-01-31 07:00:00,2025-01-31 07:00:00,2025-01-31 07:00:00,0.0
KM GUNUNG DEMPO,SURABAYA,2025-01-31 07:00:00,2025-01-31 07:00:00,2025-01-31 09:00:00,0.0
KM AWU,WAINGAPU,2025-01-31 08:00:00,2025-01-31 08:00:00,2025-01-31 11:00:00,0.0
KM KELIMUTU,SURABAYA,2025-01-31 11:00:00,2025-01-31 11:00:00,2025-01-31 14:00:00,0.0
KM SINABUNG,JAYAPURA,2025-01-31 12:00:00,2025-01-31 12:00:00,2025-01-31 16:00:00,0.0
KM SANGIANG,AMBON,2025-01-31 13:00:00,2025-01-31 13:00:00,2025-02-01 00:00:00,0.0
KM EGON,PARE-PARE,2025-01-31 15:00:00,2025-01-31 15:00:00,2025-01-31 17:00:00,0.0
KM DOROLONDA,SORONG,2025-01-31 16:00:00,2025-01-31 16:00:00,2025-01-31 19:00:00,0.0
KM LEUSER,DOBO,2025-01-31 19:00:00,2025-01-31 19:00:00,2025-01-31 21:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-01-31 22:00:00,2025-01-31 22:00:00,2025-02-01 00:00:00,0.0
KM AWU,BIMA,2025-02-01 01:00:00,2025-02-01 01:00:00,2025-02-01 03:00:00,0.0
KM CIREMAI,BAU-BAU,2025-02-01 02:00:00,2025-02-01 02:00:00,2025-02-01 04:00:00,0.0
KM SIRIMAU,KALABAHI,2025-02-01 03:00:00,2025-02-01 03:00:00,2025-02-01 05:00:00,0.0
KM JETLINER,WANCI,2025-02-01 06:00:00,2025-02-01 06:00:00,2025-02-01 08:00:00,0.0
KM LEUSER,TUAL,2025-02-01 07:00:00,2025-02-01 07:00:00,2025-02-01 11:00:00,0.0
KM BK RAYA,PONTIANAK,2025-02-01 07:00:00,2025-02-01 07:00:00,2025-02-01 09:00:00,0.0
KM SANGIANG,NAMLEA,2025-02-01 11:00:00,2025-02-01 11:00:00,2025-02-01 16:00:00,0.0
KM GUNUNG DEMPO,TANJUNG PRIOK,2025-02-01 11:00:00,2025-02-01 11:00:00,2025-02-01 11:00:00,0.0
KM LAMBELU,PANTOLOAN,2025-02-01 13:00:00,2025-02-01 13:00:00,2025-02-01 15:00:00,0.0
KM DOROLONDA,AMBON,2025-02-01 15:00:00,2025-02-01 15:00:00,2025-02-01 18:00:00,0.0
KM SINABUNG,BIAK,2025-02-01 16:00:00,2025-02-01 16:00:00,2025-02-01 18:00:00,0.0
KM EGON,BATULICIN,2025-02-01 16:00:00,2025-02-01 16:00:00,2025-02-01 19:00:00,0.0
KM KELIMUTU,KUMAI,2025-02-01 17:00:00,2025-02-01 17:00:00,2025-02-01 19:00:00,0.0
KM SIRIMAU,KUPANG,2025-02-01 18:00:00,2025-02-01 18:00:00,2025-02-02 03:00:00,0.0
KM CIREMAI,MAKASSAR,2025-02-01 21:00:00,2025-02-01 21:00:00,2025-02-02 00:00:00,0.0
KM JETLINER,KENDARI,2025-02-01 21:00:00,2025-02-01 21:00:00,2025-02-01 21:00:00,0.0
KM DOROLONDA,NAMLEA,2025-02-01 23:00:00,2025-02-01 23:00:00,2025-02-02 01:00:00,0.0
KM BK RAYA,SERASAN,2025-02-01 23:00:00,2025-02-01 23:00:00,2025-02-02 01:00:00,0.0
KM AWU,BENOA,2025-02-02 00:00:00,2025-02-02 00:00:00,2025-02-02 06:00:00,0.0
KM SINABUNG,MANOKWARI,2025-02-02 04:00:00,2025-02-02 04:00:00,2025-02-02 06:00:00,0.0
KM LEUSER,SAUMLAKI,2025-02-02 06:00:00,2025-02-02 06:00:00,2025-02-02 08:00:00,0.0
KM SANGIANG,SANANA,2025-02-02 06:00:00,2025-02-02 06:00:00,2025-02-02 08:00:00,0.0
KM BK RAYA,MIDAI,2025-02-02 09:00:00,2025-02-02 09:00:00,2025-02-02 10:00:00,0.0
KM LAMBELU,TARAKAN,2025-02-02 10:00:00,2025-02-02 10:00:00,2025-02-02 14:00:00,0.0
KM BK RAYA,NATUNA,2025-02-02 14:00:00,2025-02-02 14:00:00,2025-02-02 16:00:00,0.0
KM SIRIMAU,LEWOLEBA,2025-02-02 16:00:00,2025-02-02 16:00:00,2025-02-02 18:00:00,0.0
KM KELIMUTU,SEMARANG,2025-02-02 20:00:00,2025-02-02 20:00:00,2025-02-03 01:00:00,0.0
KM LAMBELU,NUNUKAN,2025-02-02 20:00:00,2025-02-02 20:00:00,2025-02-02 23:00:00,0.0
KM SINABUNG,SORONG,2025-02-02 21:00:00,2025-02-02 21:00:00,2025-02-02 23:00:00,0.0
KM EGON,SURABAYA,2025-02-02 22:00:00,2025-02-02 22:00:00,2025-02-03 02:00:00,0.0
KM DOROLONDA,BAU-BAU,2025-02-03 00:00:00,2025-02-03 00:00:00,2025-02-03 02:00:00,0.0
KM SIRIMAU,MAUMERE,2025-02-03 03:00:00,2025-02-03 03:00:00,2025-02-03 05:00:00,0.0
KM BK RAYA,TAREMPA,2025-02-03 03:00:00,2025-02-03 03:00:00,2025-02-03 04:00:00,0.0
KM SANGIANG,BACAN,2025-02-03 05:00:00,2025-02-03 05:00:00,2025-02-03 07:00:00,0.0
KM CIREMAI,SURABAYA,2025-02-03 06:00:00,2025-02-03 06:00:00,2025-02-03 08:00:00,0.0
KM BK RAYA,LETUNG,2025-02-03 08:00:00,2025-02-03 08:00:00,2025-02-03 09:00:00,0.0
KM AWU,SURABAYA,2025-02-03 10:00:00,2025-02-03 10:00:00,2025-02-03 14:00:00,0.0
KM SINABUNG,BACAN,2025-02-03 15:00:00,2025-02-03 15:00:00,2025-02-03 16:00:00,0.0
KM LEUSER,AMBON,2025-02-03 16:00:00,2025-02-03 16:00:00,2025-02-03 19:00:00,0.0
KM DOROLONDA,MAKASSAR,2025-02-03 16:00:00,2025-02-03 16:00:00,2025-02-03 19:00:00,0.0
KM SANGIANG,TERNATE,2025-02-03 19:00:00,2025-02-03 19:00:00,2025-02-03 21:00:00,0.0
KM KELIMUTU,SURABAYA,2025-02-03 20:00:00,2025-02-03 20:00:00,2025-02-03 20:00:00,0.0
KM SINABUNG,TERNATE,2025-02-03 23:00:00,2025-02-03 23:00:00,2025-02-04 01:00:00,0.0
KM BK RAYA,KIJANG,2025-02-03 23:00:00,2025-02-03 23:00:00,2025-02-04 02:00:00,0.0
KM SIRIMAU,BAU-BAU,2025-02-03 23:00:00,2025-02-03 23:00:00,2025-02-04 01:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-02-04 02:00:00,2025-02-04 02:00:00,2025-02-04 04:00:00,0.0
KM EGON,LEMBAR,2025-02-04 02:00:00,2025-02-04 02:00:00,2025-02-04 04:00:00,0.0
KM LEUSER,NAMROLE,2025-02-04 05:00:00,2025-02-04 05:00:00,2025-02-04 07:00:00,0.0
KM SIRIMAU,WANCI,2025-02-04 09:00:00,2025-02-04 09:00:00,2025-02-04 11:00:00,0.0
KM SINABUNG,BITUNG,2025-02-04 11:00:00,2025-02-04 11:00:00,2025-02-04 13:00:00,0.0
KM CIREMAI,TANJUNG PRIOK,2025-02-04 12:00:00,2025-02-04 12:00:00,2025-02-04 12:00:00,0.0
KM SANGIANG,BITUNG,2025-02-04 17:00:00,2025-02-04 17:00:00,2025-02-04 17:00:00,0.0
KM AWU,KUMAI,2025-02-04 18:00:00,2025-02-04 18:00:00,2025-02-04 18:00:00,0.0
KM BK RAYA,BLINYU,2025-02-04 18:00:00,2025-02-04 18:00:00,2025-02-04 19:00:00,0.0
KM LAMBELU,PARE-PARE,2025-02-04 20:00:00,2025-02-04 20:00:00,2025-02-04 22:00:00,0.0
KM DOROLONDA,SURABAYA,2025-02-04 22:00:00,2025-02-04 22:00:00,2025-02-04 22:00:00,0.0
KM LEUSER,WANCI,2025-02-05 03:00:00,2025-02-05 03:00:00,2025-02-05 04:00:00,0.0
KM LAMBELU,MAKASSAR,2025-02-05 03:00:00,2025-02-05 03:00:00,2025-02-05 03:00:00,0.0
KM SINABUNG,BANGGAI,2025-02-05 05:00:00,2025-02-05 05:00:00,2025-02-05 07:00:00,0.0
KM EGON,WAINGAPU,2025-02-05 06:00:00,2025-02-05 06:00:00,2025-02-05 06:00:00,0.0
KM LEUSER,BAU-BAU,2025-02-05 12:00:00,2025-02-05 12:00:00,2025-02-05 14:00:00,0.0
KM SIRIMAU,AMBON,2025-02-05 17:00:00,2025-02-05 17:00:00,2025-02-05 20:00:00,0.0
KM BK RAYA,TANJUNG PRIOK,2025-02-05 23:00:00,2025-02-05 23:00:00,2025-02-05 23:00:00,0.0
KM SINABUNG,BAU-BAU,2025-02-06 01:00:00,2025-02-06 01:00:00,2025-02-06 03:00:00,0.0
KM LEUSER,MAKASSAR,2025-02-06 12:00:00,2025-02-06 12:00:00,2025-02-06 16:00:00,0.0
KM SINABUNG,MAKASSAR,2025-02-06 20:00:00,2025-02-06 20:00:00,2025-02-06 22:00:00,0.0
KM SIRIMAU,SORONG,2025-02-07 04:00:00,2025-02-07 04:00:00,2025-02-07 04:00:00,0.0
KM LEUSER,LABUAN BAJO,2025-02-07 12:00:00,2025-02-07 12:00:00,2025-02-07 13:00:00,0.0
KM LEUSER,BIMA,2025-02-07 21:00:00,2025-02-07 21:00:00,2025-02-07 22:00:00,0.0
KM SINABUNG,SURABAYA,2025-02-08 06:00:00,2025-02-08 06:00:00,2025-02-08 06:00:00,0.0
KM LEUSER,BENOA,2025-02-08 22:00:00,2025-02-08 22:00:00,2025-02-09 00:00:00,0.0
KM LEUSER,SURABAYA,2025-02-10 06:00:00,2025-02-10 06:00:00,2025-02-10 06:00:00,0.0
